Log file open, 12/16/22 18:05:56
[2022.12.16-17.40.44:630][421]LogActorFactory: Actor Factory attempting to spawn BlueprintGeneratedClass /Game/Blueprints/Characters/Character_Toy_Solider.Character_Toy_Solider_C
[2022.12.16-17.40.44:695][421]LogActorFactory: Actor Factory spawned Blueprint /Game/Blueprints/Characters/Character_Toy_Solider.Character_Toy_Solider as actor: Character_Toy_Solider_C /Temp/Untitled_1.Untitled_1:PersistentLevel.Character_Toy_Solider_C_UAID_7085C2708B12B65301_1286906839
[2022.12.16-17.40.44:698][421]LogActorFactory: Actor Factory spawned Blueprint /Game/Blueprints/Characters/Character_Toy_Solider.Character_Toy_Solider as actor: Character_Toy_Solider_C /Temp/Untitled_1.Untitled_1:PersistentLevel.Character_Toy_Solider_C_UAID_7085C2708B12B65301_1286906839
[2022.12.16-17.40.44:840][422]LogViewport: Scene viewport resized to 369x284, mode Windowed.
[2022.12.16-17.40.46:715][476]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2022.12.16-17.40.46:723][476]LogContentBundle: [Container: Untitled_1] Generating Streaming for 0 Content Bundles.
[2022.12.16-17.40.46:746][476]LogWorldPartition: Display: GenerateStreaming started...
[2022.12.16-17.40.46:746][476]LogWorldPartition: Display: GetPartitionedActors started...
[2022.12.16-17.40.46:746][476]LogWorldPartition: Display: GetPartitionedActors took 35 us (total: 5 ms)
[2022.12.16-17.40.46:969][476]LogWorldPartition: Display: GenerateStreaming took 223 ms (total: 3.50 sec)
[2022.12.16-17.40.47:037][476]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2022.12.16-17.40.47:037][476]PIE: New page: PIE session: Untitled_1 (16 gru 2022, 19:40:47)
[2022.12.16-17.40.47:037][476]LogPlayLevel: Creating play world package: /Temp/UEDPIE_0_Untitled_1
[2022.12.16-17.40.47:127][476]LogPlayLevel: PIE: StaticDuplicateObject took: (0.089838s)
[2022.12.16-17.40.47:127][476]LogPlayLevel: PIE: Created PIE world by copying editor world from /Temp/Untitled_1.Untitled_1 to /Temp/UEDPIE_0_Untitled_1.Untitled_1 (0.089867s)
[2022.12.16-17.40.47:127][476]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2022.12.16-17.40.47:127][476]LogAIModule: Creating AISystem for world Untitled_1
[2022.12.16-17.40.47:128][476]LogWorldPartition: ULevel::OnLevelLoaded(Untitled_1)(bIsOwningWorldGameWorld=1, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2022.12.16-17.40.47:128][476]LogWorldPartition: Display: WorldPartition initialize started...
[2022.12.16-17.40.47:128][476]LogWorldPartition: UWorldPartition::Initialize(Asset=Untitled_1, IsEditor=0, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2022.12.16-17.40.47:133][476]LogContentBundle: [Container: Untitled_1] Creating new contrainer.
[2022.12.16-17.40.47:133][476]LogWorldPartition: Display: WorldPartition initialize took 4 ms (total: 1.22 sec)
[2022.12.16-17.40.47:133][476]LogPlayLevel: PIE: World Init took: (0.006100s)
[2022.12.16-17.40.47:171][476]LogUObjectHash: Compacting FUObjectHashTables data took   1.56ms
[2022.12.16-17.40.47:177][476]LogAudio: Display: Creating Audio Device:                 Id: 4, Scope: Unique, Realtime: True
[2022.12.16-17.40.47:177][476]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2022.12.16-17.40.47:177][476]LogAudioMixer: Display: 	Sample Rate:						  48000
[2022.12.16-17.40.47:177][476]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2022.12.16-17.40.47:177][476]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2022.12.16-17.40.47:177][476]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2022.12.16-17.40.47:177][476]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2022.12.16-17.40.47:177][476]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2022.12.16-17.40.47:177][476]LogAudio: Display: AudioDevice MaxSources: 32
[2022.12.16-17.40.47:177][476]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2022.12.16-17.40.47:177][476]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2022.12.16-17.40.47:177][476]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2022.12.16-17.40.47:180][476]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2022.12.16-17.40.47:225][476]LogAudioMixer: Display: Using Audio Hardware Device Głośniki (Realtek High Definition Audio)
[2022.12.16-17.40.47:225][476]LogAudioMixer: Display: Initializing Sound Submixes...
[2022.12.16-17.40.47:225][476]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2022.12.16-17.40.47:225][476]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2022.12.16-17.40.47:226][476]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=4
[2022.12.16-17.40.47:226][476]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=4
[2022.12.16-17.40.47:227][476]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=4
[2022.12.16-17.40.47:227][476]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=4
[2022.12.16-17.40.47:227][476]LogInit: FAudioDevice initialized.
[2022.12.16-17.40.47:227][476]LogAudio: Display: Audio Device (ID: 4) registered with world 'Untitled_1'.
[2022.12.16-17.40.47:231][476]LogLoad: Game class is 'FPSG_C'
[2022.12.16-17.40.47:232][476]LogWorld: Bringing World /Temp/UEDPIE_0_Untitled_1.Untitled_1 up for play (max tick rate 0) at 2022.12.16-18.40.47
[2022.12.16-17.40.47:232][476]LogWorld: Bringing up level for play took: 0.000884
[2022.12.16-17.40.47:234][476]LogOnline: OSS: Created online subsystem instance for: :Context_24
[2022.12.16-17.40.47:254][476]LogWorldPartition: New Streaming Source: PlayerController_0 -> Position: X=24387.256 Y=42440.758 Z=1752.850
[2022.12.16-17.40.47:254][476]LogWorldPartition: UWorldPartitionStreamingPolicy: CellsToActivate(36), CellsToLoad(0), CellsToUnload(0)
[2022.12.16-17.40.47:254][476]LogWorldPartition: UWorldPartitionStreamingPolicy: Sources[0] = X=24387.256 Y=42440.758 Z=1752.850,P=0.000000 Y=128.251544 R=-0.000000
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/F/3O/LQ9LHAPSPR2ZQON593WMVL.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/W5/RZKDGOKU0HOUR9XR3OORWP.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/QA/56OJ68IEIQK6AZD998V9AC.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/AJ/7C8JC8FV0F2O6Y16RNPPG5.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/9D/DB7HESC98L3P1C0EXJ9VNN.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/5J/220CT5CUS77FQ1Y0UX22G1.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/35/J016PIHOM9QMV09QAXSB71.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/2T/LW1MREPFXBPLJCYEDJ1QEP.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/E/0N/MJ50OORWK9B5CCTZI745ZN.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/D/AK/1ZC2T0VGQ3SM7U375JQUCB.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/D/1C/J2AQ1EOULFDGSSVCOF21IT.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/C/V2/79GVO9T8L33D7PL17IOCH8.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/C/UL/XUI40KZY0W19J25ADZ69HZ.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/B/XN/M3T3ZY3QR38M3HXIVWF08Z.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/B/EF/AVEFB64683AQF9CJYB93DM.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/A/8F/UILAR7KZF01SB5K1TYIOQU.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/A/5T/8AVXKOA01TLOBAI26Z84M0.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/VM/KITGMOBNCKMQD53U939GKS.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/9E/VK298XRD5A11VYGHFC41A9.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/8P/TLD3VX5ZWRDBTWGHZBD6B2.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/8/67/SCIVTASLB1G49QJSTRVO2P.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/V1/G2IAL67Q51RDGY0JARYZFC.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/Q1/OIHEIVHOC755KY4AIIXZHW.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/F4/M3J0ZJ0BV28M5Q99SOM48Q.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/7/2P/WBW9CAOQGGZICLNBCFDJSB.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/WR/5KB6IQ3V0QMTIH5VVAM109.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/OY/I7W1YSC8BUMH1JML1SHYXU.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/N5/WGVE0AJGDUHGENADZV58M8.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/MN/ZRKV9F579IVFLFFQFWCNP1.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/6/CV/ZVNWWCCOSQTHJQ00OL87PP.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/SE/IMNTWHEYXWFLFNO0VMZCOH.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/PI/Q9H1B01GIQ3UAILDCXPKFD.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/ON/R223RRK3MH511F5YGGE4W1.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/5/L9/WMO74VATJJT97G0ETQHDV9.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/XH/833TP0FSFQQBWAZGJXKH6A.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/U7/26ZHDTM3CBW86ZMVC0MC81.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/JP/IUFBX0244AWDZMZZHDKTKO.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/JP/OEPEEFQ7A0CTPWQWFEJ9PV.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/CM/ZZ4QMO3QO20LLLWIKB49QY.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/CK/3U7ZZLZZY4U2JGYD4CD484.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/3V/5E7YRRLHOPYOL7E03MPXZX.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/4/27/MBLYVKKRPXBTRA7FIYDZJJ.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/3/Z1/J1XJFLPOFLBJRCPMFGF6C5.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/3/US/DINUB3VE6STDFAC2VZ35GN.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/3/8P/VNJEVDB5K2D6L9KMNKBN6A.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/YK/NH0RQ83YOTSLK0KQ86IP4N.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/JA/4Y1UNG2T4GPFYJ7KPEDYVV.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/DZ/XTTNN5AZ8XZMSVE9GQR3TC.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/8A/NXI3LY5DSH0JCF4MEEBM4X.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/4V/V25VGP3M2HPQ1P7Y76DI4R.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/2/1T/ZL0Y1EEN97U5ZPYDIC5SAL.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:593][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/1/MS/53FFO8N8QMR5EZSU2BXG3T.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/1/BZ/AQH36VQUL6RRNO1G8N89X8.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/1/9R/JT69U2ZIH2ZJJUXUASV0F0.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/Z0/SDO6T5HIB7O50OBHISZCIX.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/XB/YH1MJRWSG6K7YKOSQWYADL.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/UP/XJC4J420XXOSGPB2F4H7ED.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/UK/3OKX6C10NWGHVWYQ7NH21G.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/T3/SQJ7JELAW5XSTP1JS5QJMH.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/K2/C74PLGXI2R9LW6IVE6AVMG.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/G8/NGJ7QFQVTY01UZE0GQ5QX3.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/DN/XR8P0OHQ2UMD5YU47C20EK.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/AB/1QCGE91T5EQQ9UTKOHSCH9.StaticMesh_HLOD0_Instancing_2 being ready before playing
[2022.12.16-17.40.47:594][476]LogStaticMesh: Display: Waiting on static mesh StaticMesh /Temp/Untitled_1_InstanceOf_/Engine/__ExternalActors__/Maps/Templates/OpenWorld/0/77/QTK2TOFAKUCC4OH745GDVF.StaticMesh_HLOD0_Instancing_1 being ready before playing
[2022.12.16-17.40.47:791][476]LogShaderCompilers: Display: ================================================
[2022.12.16-17.40.47:791][476]LogShaderCompilers: Display: === FShaderJobCache stats ===
[2022.12.16-17.40.47:791][476]LogShaderCompilers: Display: Total job queries 254, among them cache hits 20 (7.87%)
[2022.12.16-17.40.47:791][476]LogShaderCompilers: Display: Tracking 175 distinct input hashes that result in 116 distinct outputs (66.29%)
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: RAM used: 1.38 MB (0.00 GB) of 819.20 MB (0.80 GB) budget. Usage: 0.17%
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: === Shader Compilation stats ===
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Shaders Compiled: 175
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Jobs assigned 175, completed 175 (100.00%)
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Average time worker was idle: 92.91 s
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Time job spent in pending queue: average 4.26 s, longest 31.60 s
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Job execution time: average 8.85 s, max 32.07 s
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Job life time (pending + execution): average 13.11 s, max 32.97
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Time at least one job was in flight (either pending or executed): 57.97 s
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Jobs were issued in 107 batches (only local compilation was used), average 1.64 jobs/batch
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Average processing rate: 3.02 jobs/sec
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Total thread time: 232.65 s
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Total thread preprocess time: 15.81 s
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Percentage time preprocessing: 6.80%
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Effective parallelization: 4.01 (times faster than compiling all shaders on one thread). Compare with number of workers: 8
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display: Top 5 most expensive shader types by average time:
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display:                                   FCloudRenderViewPS111false (compiled    1 times, average 3.50 sec, max 3.50 sec, min 3.50 sec)
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display:                                   FCloudRenderViewPS110false (compiled    1 times, average 2.78 sec, max 2.78 sec, min 2.78 sec)
[2022.12.16-17.40.47:792][476]LogShaderCompilers: Display:                                   FCloudRenderViewPS010false (compiled    1 times, average 2.63 sec, max 2.63 sec, min 2.63 sec)
